Order_id,Customer_id,Customer_name,Product_id,Product_name,Product_category,Payment_type,Quantity_ordered,Price,Date_and_time_when_order_was_placed,Customer_country,Customer_city,Site_from_where_order_was_placed,Payment_transaction_confirmation_id,Payment_success_or_failure,Reason_for_payment_failure
,,,0290c4f4-5f40-4fde-a20d-b2194a90bc61,Laptop,Electronics,Wallet,-3,-54.34,InvalidDate,Canada,Ramirezmouth,www.shopify.com,a1dcea63-41f0-4a2c-b2f5-9e3e74e8b803,N,Payment gateway error
1a895d62-6476-4f3a-ab4f-5dadbd002422,05e6afef-6fb0-48eb-9c11-6000be7acffa,,InvalidID,Ruler,Stationery,Internet Banking,9,114.75,2021-04-15 07:05:06,Canada,,www.walmart.com,14db9230-8c81-4c77-88d1-31c68c1a6b41,N,
2871992d-76ad-41a9-a98d-ce6e58eae70c,a8a43a81-553f-46bc-a8e0-ec326348bdae,,dc7a0281-cae9-4f98-8f34-e26371cedb8b,Toaster,Home & Kitchen,Wallet,7,668.31,2023-08-07 05:47:38,Canada,East Marc,www.shopify.com,94193b22-fade-4396-a554-55481ad8456a,N,Invalid CVV
,,,808411e0-a546-4bc9-9709-1949ef603f09,Ruler,Stationery,Wallet,4,-9.01,2024-01-31 08:30:09,Canada,,www.flipkart.com,,N,Card expired
0ba4f7a9-647c-45f6-a4e2-c92043450213,,,a0eb5fec-c6b8-4788-b76e-eac0947091ef,Notebook,Stationery,Internet Banking,10,606.43,InvalidDate,Canada,New Raymondburgh,www.shopify.com,6162a816-5579-4564-81c6-2f73077bb060,N,
,,Elizabeth Vasquez,59b0e728-cba4-4375-a06c-12434b320e01,Yoga Mat,Sports,Internet Banking,8,-88.95,2022-09-19 09:37:59,Germany,,www.shopify.com,a716f6db-458e-49c7-b83e-848cc6dacdc8,Y,
872bae66-bc41-4616-baff-8bbd5922ae23,,,InvalidID,Headphones,Electronics,UPI,2,833.16,2023-05-21 18:17:37,Canada,Brownbury,www.amazon.com,928f7556-8d02-4bdf-9167-7673261c484e,N,Insufficient funds
702aebf0-e5ba-44d5-9ada-82090a6492ac,802afb7d-ff63-495d-995f-7d9bfbc5c2c3,,InvalidID,Laptop,Electronics,Wallet,1,4.11,2024-09-06 16:58:12,USA,,www.walmart.com,,Y,
a615bb6b-e13e-4d51-a52c-c62e8f875e78,bfc2a6ad-1bc6-4da6-9c12-6e29720f3371,Kenneth Wiggins,InvalidID,Coffee Maker,Home & Kitchen,Internet Banking,8,408.94,InvalidDate,India,,www.ebay.com,,Y,
,,,c12b205a-31fd-4a20-9bdc-4e6b113b2e75,Football,Sports,Wallet,0,-17.25,2022-07-05 10:43:34,Canada,Palmerfort,www.walmart.com,ad5c11d5-0bd4-4872-a9ca-25a4855759d3,Y,
,e085ffe5-2630-4ced-9e03-68c06f2398ee,,InvalidID,Ruler,Stationery,Internet Banking,10,-58.12,InvalidDate,UK,Lake Jessicafort,www.flipkart.com,eab38806-ed2c-43fa-8936-fe1b22cfb14f,Y,
,71a3d130-d69a-43df-b5f6-a4c0e30491c4,Faith Reeves,InvalidID,Coffee Maker,Home & Kitchen,Internet Banking,7,986.19,InvalidDate,USA,,www.shopify.com,4072f659-ddd9-4f2c-b7eb-5174dbe8763e,N,
81162772-7656-4606-9011-43bd7f06e58f,,Terry White,bcb7711c-4f8a-473e-95c9-5c8a393e2754,Coffee Maker,Home & Kitchen,Internet Banking,5,779.13,InvalidDate,Canada,,www.flipkart.com,,N,Invalid CVV
0dcff367-451f-408a-a4ab-3b856c8a2ce1,43b98915-25aa-4982-a03e-be9a1dcd9f98,,InvalidID,Sharpener,Stationery,Wallet,6,379.78,InvalidDate,Germany,,www.ebay.com,,N,
,e6ab90fe-298a-4f72-9f20-6ea07254a3f2,Brian Kemp,InvalidID,Socks,Clothing,UPI,-1,520.72,InvalidDate,UK,Lake Jordanbury,www.amazon.com,,Y,
,bab9bdf9-a893-4ee2-b124-dc6baa78fb83,,0a523c35-f0f7-41f8-8c5a-dedc5a89a51a,Sharpener,Stationery,UPI,10,848.24,InvalidDate,USA,,www.shopify.com,86913bff-3a58-482d-a8c6-84b6d7803214,Y,
9c93ab65-74eb-47d8-b740-dc2945c90052,,Christine Cruz,2c4eddef-57ee-4ae3-b959-4b1796af76fb,Sharpener,Stationery,Card,3,940.19,InvalidDate,UK,,www.shopify.com,42b8c417-bb75-44d2-845c-522f379f5c30,Y,
e8355c4a-5002-41ee-870d-45f89e99b3d8,,,71f98415-45d7-4013-a42f-c4a956168f4a,Socks,Clothing,Internet Banking,-3,754.14,2024-05-04 12:04:49,Canada,South Breanna,www.amazon.com,5bc68679-2f6b-467c-b9d3-e11c5d400aa3,N,Invalid CVV
759123e5-eed1-44c2-a1f5-f873179d2822,8a3b7783-a207-459a-91c5-c0778a4729f2,Ian Jordan,020881e0-31da-454e-aad8-ea586882a834,Camera,Electronics,Wallet,2,578.9,2020-06-12 23:56:19,India,Lake Katrinaland,www.shopify.com,75917db5-fbd7-4eb3-acfb-575ea3ab14ba,N,Insufficient funds
,f6d0f1cd-6973-45eb-ad7b-969705feccde,Shannon Hayes,07f17119-00d9-4989-a420-6fb5a1502d58,Microwave,Home & Kitchen,UPI,3,-73.82,2020-10-04 12:10:27,USA,,www.shopify.com,,Y,
,,,InvalidID,Smartphone,Electronics,Wallet,-5,187.24,InvalidDate,India,,www.amazon.com,29c0cb6d-0aee-4c36-a9c1-ac3a81842036,N,
,ee30931d-b3da-4f15-8c62-070caac40050,,3ab3d060-40f2-4f28-9050-a8cadc7af093,Ruler,Stationery,Internet Banking,-5,-92.82,2022-04-11 16:32:16,Germany,,www.walmart.com,,N,Card expired
,01567bb3-4436-4e52-87d9-fa6225cf7b8e,,afc09271-94a3-4573-91af-45588bf2049c,Toaster,Home & Kitchen,Internet Banking,4,128.83,InvalidDate,Canada,,www.ebay.com,,N,Card expired
9be7bdcd-ab9c-44f2-ae85-016be1b9f725,f4d5b0d5-13a4-4571-b6b9-3b7152f6eec3,Kevin Castillo,80935458-d317-49c6-8f8f-cdc6ff4b97b7,T-Shirt,Clothing,UPI,2,440.53,2021-10-30 16:46:37,India,North Elizabeth,www.shopify.com,,Y,
,,,InvalidID,Coffee Maker,Home & Kitchen,Wallet,-5,276.19,2021-06-14 10:47:03,Germany,Maryview,www.shopify.com,53c3a7bb-fcc3-47e4-b034-9dd729f9cad9,Y,
6121ff16-fa1d-4edd-98dc-bae7dfaac574,1f050006-173d-4b7c-b7a3-847e76f05cb8,Valerie Peters,InvalidID,Blender,Home & Kitchen,Internet Banking,-2,93.1,InvalidDate,USA,,www.amazon.com,49e3d321-ae76-46ff-924e-615f6bd0642b,Y,
e32a7c4c-d862-4e62-9a21-f92fab482f1b,,Timothy Miller,InvalidID,Basketball,Sports,Card,5,232.19,InvalidDate,Germany,Port Glendaberg,www.ebay.com,,Y,
,7a622000-8456-4af9-830b-9ee1f0477eba,Jaime Smith,2d06c92b-b391-457e-9051-3bdf14d5b29e,Headphones,Electronics,Wallet,-4,291.87,InvalidDate,India,Port Justin,www.ebay.com,,Y,
c7224ff5-5837-4588-b239-4124dc8aad63,da26fc77-bc5a-4c4b-986e-756fca547c81,,e2dd435d-5373-4194-962f-170ffe3ee1ba,Tennis Racket,Sports,Wallet,8,893.12,InvalidDate,Canada,,www.walmart.com,,N,Card expired
bfacf06a-32c9-42d1-9706-386cb9da5569,a2959763-cc4f-4246-8b72-85d8d616b161,Noah Rosario,InvalidID,Laptop,Electronics,Internet Banking,3,608.81,2022-09-20 04:53:11,Germany,New Paulchester,www.amazon.com,,N,Invalid CVV
4ce77659-920b-49b3-a9ae-631a67fc0d56,e8c4ae68-ce28-46f4-97b6-c2cdffcf730f,,13d00c9f-34da-414c-b134-a691138fee3c,Camera,Electronics,Internet Banking,6,676.57,InvalidDate,UK,West Michael,www.walmart.com,,Y,
5b33ae4f-1d4a-4156-ad22-3cd80bb49831,3be9230c-5ed2-4d03-ab95-5c280d592ccd,,InvalidID,Jeans,Clothing,Card,9,634.42,2023-02-23 19:47:52,Germany,,www.ebay.com,,N,
2b1d6886-d060-46b7-b713-0851536133a4,31bd1673-3dc4-45bb-9386-e4f530e07fb3,Kristen Howard,InvalidID,Coffee Maker,Home & Kitchen,Card,-2,340.07,2023-03-16 20:48:56,Germany,,www.ebay.com,,N,Payment gateway error
0f5c0689-054f-4dc1-8b2a-03edd405c913,a888b3b3-a6bd-4669-8537-4526ff7b3cc7,Angela Smith,InvalidID,T-Shirt,Clothing,UPI,0,-20.97,InvalidDate,Germany,West Meganbury,www.shopify.com,,Y,
,1e13be51-adcb-43fe-a811-1badbb0081df,Brendan Moran,e4eed122-455a-4c17-bf2d-c021193485f1,Eraser,Stationery,Card,3,78.42,InvalidDate,Germany,,www.flipkart.com,,Y,
eba49af1-6f33-4abe-b203-4e29ac438573,,Miguel Edwards,InvalidID,Shoes,Clothing,Wallet,-3,962.64,2020-08-15 07:43:48,India,,www.amazon.com,,Y,
,62073faa-c6d6-4f19-969e-9cb11a3bf6b8,,InvalidID,Yoga Mat,Sports,Wallet,-5,-45.47,2023-09-25 02:17:38,UK,Penaview,www.shopify.com,,N,Payment gateway error
,56ca8619-fc81-4760-80fe-c1e84312d51b,,092ced34-e0cc-4305-ab1d-e47d92ecfc41,Socks,Clothing,Card,7,381.13,2021-02-16 14:44:15,Germany,,www.amazon.com,81fb1a59-8fa1-42c7-8eb1-cb642784be8a,N,Payment gateway error
869bb58f-3156-4497-9b96-0bd9218b181a,c61baf65-e17f-4db8-813d-53ab80e4477b,,InvalidID,Headphones,Electronics,Wallet,9,335.11,InvalidDate,UK,,www.ebay.com,009c9be1-61f2-4f66-a489-218f213680b4,Y,
8114ce52-1974-47a4-be73-d67f9da2b420,12f5356c-c3f5-48e2-b3d0-432c0b93ac80,,03209b7c-fe53-444e-94e1-19d0c26fc7e6,Pen,Stationery,Card,5,-73.31,2021-07-21 06:36:56,UK,,www.walmart.com,eda54068-0716-4c74-8e9f-a9da0135ea4c,Y,
,,Dustin Thomas,InvalidID,Laptop,Electronics,UPI,3,118.4,2024-05-14 06:39:52,Germany,,www.flipkart.com,,N,
,ef9f4218-a4f1-413e-8646-b1b36c83dd14,,InvalidID,Badminton Racket,Sports,UPI,-2,303.18,InvalidDate,Germany,,www.walmart.com,d1b4a0cb-47fc-47fc-9aac-b3d839f415fb,Y,
,,,d7edb710-dbf4-4da7-97cd-b5e1fb84d031,Book,Stationery,Internet Banking,-3,130.59,InvalidDate,India,,www.shopify.com,,Y,
7818504d-5ff7-44f0-840b-a618d0a957a9,,,e54d6ec4-6365-4b1a-9d85-3f19e141a72f,Cricket Bat,Sports,Card,8,107.44,InvalidDate,India,,www.shopify.com,,Y,
93afde2a-b1a7-4948-be3b-e3f56273cc86,,,InvalidID,Jeans,Clothing,Card,5,78.81,InvalidDate,India,,www.walmart.com,61da6db6-e9f3-4c13-9ec4-c16496af1a1b,N,Invalid CVV
,6050f122-b37e-40ba-8d8e-caab544a6593,Nicole Dean,InvalidID,Microwave,Home & Kitchen,Card,-5,773.08,InvalidDate,Canada,Matthewmouth,www.amazon.com,472ebea7-80a3-4873-b67f-5fe0c133a5aa,Y,
7ae0a3a0-929c-4ba3-a2ab-29aa267eebdc,,,7f67d0f1-7caf-43cb-8151-9d6c6e6c95af,Badminton Racket,Sports,Card,9,330.84,2022-11-25 03:58:49,India,,www.flipkart.com,8c6e28e6-2de9-4473-a393-a600fb2dc73e,Y,
cd53bc5e-480d-4dae-9d3c-7d62165596e2,031afefe-68aa-4910-8c8d-5b6bf1b7a6d8,,1397fa55-469f-409f-855b-17547ae9550f,Tablet,Electronics,Card,-2,733.72,InvalidDate,Germany,,www.shopify.com,576c493e-958f-4b13-8d94-929373cfa6d4,Y,
,,Cynthia Jenkins,c3240c7b-76e0-44ff-b17f-8a4afa54a9c8,Smartwatch,Electronics,Internet Banking,9,966.68,2024-04-24 04:40:42,UK,East Christina,www.ebay.com,6ddc5f16-0cfe-40f1-b351-6c07b750f1a2,N,Card expired
,4d64abf4-64ba-4798-9db4-ba5111667395,David Reynolds,InvalidID,Jeans,Clothing,Internet Banking,1,49.96,2020-05-08 06:43:06,USA,,www.ebay.com,,N,Payment gateway error
fc96cc08-0814-471c-9f45-d16341af77e2,,John Rose,85254ad4-cf97-4430-80e7-f3ee2683ce83,Blender,Home & Kitchen,Card,10,609.67,InvalidDate,Canada,New Vanessa,www.ebay.com,,N,Invalid CVV
6fff4495-d5a8-4499-a58a-8e16acef75d6,a59a1574-cd56-45fa-b449-dd5aa10c34e8,Jenny Brock,0a02cada-41a3-404d-9e1e-70ce653a286e,Coffee Maker,Home & Kitchen,Internet Banking,0,988.57,InvalidDate,UK,,www.amazon.com,,Y,
b9774569-9f2d-4668-96f0-cb7e847a623a,0b97eb2d-6379-4f7e-8556-9efdae5d6c6e,Rhonda Lee,050b1a3e-9bc2-4fa5-b6df-597e28e93a23,Tennis Racket,Sports,UPI,-5,442.04,2023-07-08 03:00:16,Germany,,www.walmart.com,8494c39a-a08d-4170-aa6e-c468566d2798,N,Insufficient funds
4d859465-a8ba-464a-994c-f7730fb1a778,a49c8710-884e-4872-b43a-47305a25c204,,090b2afb-ed64-4210-adc2-153b55f5694c,Smartphone,Electronics,Card,6,60.55,InvalidDate,UK,South Travisberg,www.walmart.com,,N,Payment gateway error
,,Sean Roman,InvalidID,Shoes,Clothing,Wallet,9,591.71,2020-01-08 06:45:11,Germany,,www.shopify.com,974fce44-023b-4d03-b5e9-56a462e5a354,N,
e8610b53-b1cf-4bd8-a2c5-edff00e7b6de,74618566-947f-48eb-9d3e-85b3c7e723dc,Miss Amanda Smith,29510cec-3118-46df-8a6d-aac1d949e9f6,Smartwatch,Electronics,UPI,10,400.41,2020-05-04 12:21:45,India,,www.amazon.com,0b5dd4d1-f0f9-48ea-bf6b-fa79134ad45f,Y,
,05e16cff-0bf1-46b6-87cc-22a7d856852d,James Hernandez,InvalidID,Smartphone,Electronics,UPI,-2,796.27,InvalidDate,USA,New Jack,www.flipkart.com,,Y,
17e8fab8-d757-4b3d-9727-5bcf2308a431,,Julie Chen,InvalidID,Camera,Electronics,Card,-3,71.0,InvalidDate,India,,www.flipkart.com,d597cd11-e5c7-4d8a-b107-efd0a3a42768,N,Card expired
,,Rebecca Roth,0072eee0-c65b-4e3c-b504-11a0597bf7f5,Notebook,Stationery,Internet Banking,4,698.48,InvalidDate,Germany,,www.walmart.com,590c3c78-4fc2-440c-8e35-0a4b79abb828,N,
,b9d6653c-ec51-436c-af3a-986c83d9fa46,Kyle Brown,InvalidID,Basketball,Sports,Wallet,1,-1.88,InvalidDate,UK,,www.walmart.com,735c886b-e8c5-48e0-ad8d-4b97c53153ba,Y,
,e5699ec6-6367-4a68-b870-dc9cf0826bd7,Justin Roman,InvalidID,Smartwatch,Electronics,Wallet,9,110.81,2020-10-01 09:59:41,India,South Tracy,www.walmart.com,94d5aed1-144e-4686-8f5b-c997a3e21818,N,Insufficient funds
,,Elizabeth Parker,InvalidID,Coffee Maker,Home & Kitchen,Card,5,-1.93,2021-06-16 13:11:15,UK,,www.amazon.com,,Y,
,c4411d3e-4efe-4909-ab1d-e1364adc739e,Lori Bush,07d50f98-c08a-4205-9852-ee043a874452,Microwave,Home & Kitchen,Card,7,-21.37,2020-01-08 19:11:29,UK,Lake Marie,www.walmart.com,,N,Insufficient funds
,,,f0f615a4-685f-4d01-8423-6f91677722a7,Yoga Mat,Sports,UPI,9,324.29,InvalidDate,UK,,www.flipkart.com,8cae8e47-bff0-4571-96fa-b24b362869c2,N,
4864be83-b779-44c6-82d2-667c0cdf7044,,,60e9e1ed-e1c5-4f89-b32d-08d13b81d98a,Socks,Clothing,UPI,8,53.02,InvalidDate,India,New Elizabethfort,www.walmart.com,,Y,
,,Michelle Rodriguez,68de4fe5-e4e9-4a88-9b04-0cac6bd5fdcd,Dishwasher,Home & Kitchen,Card,9,286.27,2024-01-07 09:12:35,Germany,,www.walmart.com,f5913315-6069-4571-973f-1e56fc95cb87,Y,
,1fb1850d-1eab-4daa-b438-e98efdcbccdc,,e824410c-b8b2-4ef4-a7f0-db4ec534098b,Dishwasher,Home & Kitchen,UPI,2,761.2,2021-01-30 10:06:18,India,,www.ebay.com,7d87ba1d-2d1a-466a-bf17-d61bea61679b,Y,
e76447a1-2e29-4862-8da5-39415345fe98,,,InvalidID,Blender,Home & Kitchen,Internet Banking,10,181.82,InvalidDate,Canada,Wrightside,www.flipkart.com,,N,Card expired
b659d79f-ee75-4283-9d30-81a3d80e0647,,,InvalidID,Notebook,Stationery,Card,2,889.48,InvalidDate,Canada,Port Kathleen,www.amazon.com,,N,
c5cad67e-8b36-46fa-a3b5-c5b0c7956315,e085d951-7d7b-4de6-85fd-ed81fb3b0f8d,Anna Jackson,c82b3bb5-cd83-402b-abb4-eeb460ad19e3,Headphones,Electronics,Card,4,637.46,InvalidDate,UK,Sanchezborough,www.flipkart.com,,Y,
ad5c16d5-3ccd-44d5-b3e1-87b2492867b1,,Rachel Black,d79ed0f9-7b05-4447-b416-ce40ed488ede,Smartphone,Electronics,Card,-5,279.26,2023-06-17 03:10:49,Germany,Mitchellfort,www.walmart.com,caaf9572-a4dd-4400-89c4-2ca388da33fb,N,Insufficient funds
,,Allison Martin,InvalidID,Eraser,Stationery,Wallet,-1,634.19,2020-12-31 06:25:33,Canada,,www.ebay.com,e8dad7c4-f353-4985-8a46-b482c2071a20,Y,
,68e5ce6a-e075-41e5-97a3-4351f35f67af,,InvalidID,Jacket,Clothing,Card,1,93.46,2024-09-14 14:01:56,India,,www.ebay.com,,Y,
4c6489b2-c583-4db2-8d88-d3bd2c535aeb,,Lauren Livingston,InvalidID,Tennis Racket,Sports,UPI,7,999.71,2023-05-13 11:44:18,USA,,www.ebay.com,5153b577-8916-43fc-9f3c-209e5d4e0bee,N,Card expired
,,Kathryn Lambert,InvalidID,Toaster,Home & Kitchen,Internet Banking,-2,386.86,2022-06-29 04:50:09,India,,www.shopify.com,211d7655-4c14-4127-8919-c40a1f89ba57,N,
9c983128-0d5e-4b83-b144-caf91e46716d,,Tara Charles,InvalidID,Tennis Racket,Sports,Wallet,9,574.26,InvalidDate,UK,,www.amazon.com,,N,
,8598ae97-9578-4b94-b515-24e606d19abf,,90b227aa-6f8c-4692-b448-4a5a3ee6afdc,Jacket,Clothing,UPI,0,247.79,2020-08-22 15:14:19,Germany,,www.amazon.com,,N,
25ed56c6-1a3e-463c-821a-ffff37a4af46,,,InvalidID,Pen,Stationery,Internet Banking,-3,386.92,2022-04-14 10:54:56,USA,,www.shopify.com,871cf651-c238-4cbf-8218-f0c088b81738,N,Invalid CVV
bf0b21cc-4f0e-4fa5-99a3-6fc20c778a07,,,4c51f823-d97c-4ae9-b417-7efe019b6b78,Cricket Bat,Sports,Card,9,879.84,2024-08-19 02:56:20,USA,,www.walmart.com,,N,
068ce985-8f87-40e0-8af1-8fc296e239c6,e557d1b3-ef15-41d4-a791-51d5c259e52f,Anne Ferguson,e80769a5-31d0-479c-b50c-70fa9c842ac3,Sweater,Clothing,UPI,2,834.81,2023-01-10 09:09:21,USA,Lindseyhaven,www.shopify.com,,N,Invalid CVV
3a4de163-192a-4734-84bd-dfbffbe5a3f4,92db093d-2e38-451f-bc18-db7e71ddfc32,,9fd48eee-3b9e-4c23-94c6-227d7112f527,Football,Sports,Card,6,417.1,InvalidDate,UK,,www.flipkart.com,6e0f5748-0ced-4e29-bf7b-c9a8b075953e,N,Payment gateway error
,,,0f335d5c-5250-4f40-8282-07370b2b794a,Coffee Maker,Home & Kitchen,Card,9,99.93,InvalidDate,Germany,Brightview,www.shopify.com,483b8e3b-7e91-4290-a4b5-8fc1bac5d8eb,Y,
d5a01e7c-7c40-4121-9149-d97601decfba,7c062082-03e3-4e85-9f0d-ee0a9bd94cfb,Angel Parker,37a7a9f7-419c-4e61-b291-fa0c608ba31f,Headphones,Electronics,Wallet,-4,15.82,2023-11-04 22:49:30,USA,South Marcusshire,www.walmart.com,d3ad5669-757f-4163-8b28-aff70b1afbed,Y,
27a38b11-a490-4994-82b7-a17d82e96ade,f3aa5d46-77b1-458b-91f0-a0a48b0bb37e,Hannah Robinson,InvalidID,Basketball,Sports,Card,5,951.63,InvalidDate,Canada,,www.ebay.com,,Y,
,fac9b891-863c-4ec0-a3fc-46a2d550794c,Megan Swanson,1a222382-2226-4c30-aa4e-3e9deaa60203,Camera,Electronics,UPI,2,158.59,InvalidDate,Canada,Joshuaville,www.walmart.com,,Y,
,95ee790e-5525-4abd-bc61-140c11ae2773,,edafd825-61d1-47bb-bc4a-702903af62c5,Headphones,Electronics,Internet Banking,-2,104.47,2020-09-12 22:13:59,USA,Natalieton,www.shopify.com,,Y,
2ad26095-93d7-4955-a2f5-7dc6dedd8ead,4c05d910-c091-44e5-88c6-8765c4874a64,Danielle Russell,InvalidID,Pen,Stationery,Wallet,7,729.39,2024-04-02 16:48:40,USA,,www.flipkart.com,4a2065ab-341a-4526-b709-34ac39a1edf1,Y,
,,,88806e98-7c16-4e1c-9033-b62ecd75f297,Shoes,Clothing,Card,-2,929.61,InvalidDate,UK,,www.flipkart.com,68d86a93-2fcf-4034-8699-4dc59a2af07d,Y,
1491cdcd-1c49-426b-9068-e3cf7dceb890,0fab8781-c243-4204-8b96-d86c995b7454,,89520f94-2736-4368-9e04-bf43406211ab,Tennis Racket,Sports,Internet Banking,-5,419.25,2020-06-27 22:18:40,India,Brianburgh,www.flipkart.com,e29f6f1e-56a4-4050-8471-395948317468,Y,
1c3772f2-1a4f-47f2-92eb-9c10650a2654,3281808c-2562-4c32-b2b4-48f9b2c0296b,Cassidy Weber,fb17e132-f72c-48a0-82dc-ed9ba8bd0e3c,T-Shirt,Clothing,Card,-5,594.08,2021-01-31 15:14:37,UK,,www.ebay.com,,Y,
,,,ff8576e6-d7f2-4379-92e9-28d8ee3d341b,Shoes,Clothing,Internet Banking,9,165.47,InvalidDate,Canada,,www.ebay.com,c593e44f-f1cb-4ab8-9cec-0933cf15327b,N,Insufficient funds
,,Brenda Calhoun,InvalidID,Football,Sports,Card,-3,765.31,InvalidDate,Germany,,www.amazon.com,,Y,
014165ca-4569-4d7c-8b05-f958bcbf926b,6b22bb61-96c2-4515-b38a-a57857923e6f,,InvalidID,Basketball,Sports,Internet Banking,-2,911.56,2023-11-09 18:37:48,USA,Humphreymouth,www.ebay.com,b3af87b1-405e-4b3f-848a-41b269b9f024,N,Insufficient funds
b8fee938-6a90-4621-ba64-cf6ce9dcb866,40f1671c-bdc1-4496-92d3-1fe50fed0ccf,Jacqueline Henry,2530c80b-90e8-4f7c-94e6-73328298f04e,Book,Stationery,Internet Banking,1,338.18,InvalidDate,UK,,www.amazon.com,,Y,
9b2779f5-a8b4-4cf9-afb6-acb9667c8cb4,,Nicole Rodriguez,fb912d64-4334-4382-9a1e-569782aded52,Pencil,Stationery,Internet Banking,-5,944.27,InvalidDate,Canada,Port Juliaton,www.amazon.com,c9e11f47-f9ac-4a48-acc9-d04e15604992,N,
,7f20e99c-47e1-4280-ac52-bab77316970a,Brian Kelley,InvalidID,Blender,Home & Kitchen,Card,0,608.17,InvalidDate,USA,Robertstown,www.amazon.com,f7c46b5a-97a1-40db-b4b9-68ef65dfe0de,N,Payment gateway error
,,Brandi Maxwell,a6979433-dc73-464f-b252-ca0b9e381ed3,Blender,Home & Kitchen,Wallet,5,833.03,2023-03-09 16:58:43,India,,www.walmart.com,,N,Card expired
ad30149e-2b2e-4769-91e2-53abd48fd70f,,Darren Kelly,InvalidID,Laptop,Electronics,UPI,3,815.51,InvalidDate,India,Moorestad,www.walmart.com,,Y,
e06ddbf7-6c65-44c2-bf01-426283900c86,380ec4e9-48a2-41f0-8a63-da87aae16c95,,11bf0cdd-380d-4a41-bf57-349800eba42f,Socks,Clothing,Card,5,13.14,InvalidDate,UK,,www.ebay.com,b89b8ba9-38dd-4957-8265-a670e8d8a0b2,Y,
,,,7f87a3ce-3cac-4a6b-b74f-41636cde9451,Smartphone,Electronics,Wallet,-2,450.76,InvalidDate,Germany,,www.walmart.com,207753ee-8782-436b-884c-40844654d920,Y,
,5ee8e020-c981-4112-ba03-655756376ea7,Kristen Williams,7175de57-1566-4e7d-afa6-31fb8fbd47fd,Eraser,Stationery,Card,-3,857.27,InvalidDate,USA,Petermouth,www.amazon.com,d3492431-d276-4a1b-9127-702a940d1c9a,Y,
